REGION,COUNCIL,WARD,SCHOOL NAME,SCHOOL OWNERSHIP,SCHOOL REG. NUMBER,< 12 years-M,< 12 years-F,12 years-M,12 years-F,13 years-M,13 years-F,14 years-M,14 years-F,15 years-M,15 years-F,16 years-M,16 years-F,17 years-M,17 years-F,18 years-M,18 years-F,19 years-M,19 years-F,> 19 years-M,> 19 years-F,Total-M,Total-F,Total Teachers-Male,Total Teachers-Female,Qualified Teachers-Male,Qualified Teachers-Female,PTR,PQTR
TABORA,NZEGA,UDUKA,KILI,GOVERNMENT,S.316,0,0,0,0,0,2,8,17,26,53,26,26,27,33,20,34,25,47,10,94,142,306,11,5,11,5,28,28
TABORA,NZEGA,UTWIGU,MWANHALA,GOVERNMENT,S.1335,0,0,0,0,0,21,31,96,55,96,71,55,33,16,10,3,1,0,0,0,201,287,5,6,5,6,44,44
TABORA,NZEGA,WELA,WELA,GOVERNMENT,S.3667,0,0,0,0,0,2,2,8,12,23,8,15,15,13,15,4,4,7,1,0,57,72,9,6,9,6,9,9
TABORA,NZEGA TC,ITILO,ITILO,GOVERNMENT,S.3668,0,0,0,0,7,10,17,31,35,63,49,62,36,37,19,16,4,6,2,0,169,225,11,3,11,3,28,28
TABORA,NZEGA TC,MBOGWE,BUGWANDEGE,GOVERNMENT,S.2950,0,0,0,0,0,3,4,11,7,24,14,25,21,18,15,6,10,5,2,0,73,92,7,2,7,2,18,18
TABORA,NZEGA TC,MIGUWA,MIGUWA,GOVERNMENT,S.2952,0,0,0,0,0,6,10,19,16,33,27,42,38,37,6,15,13,5,4,1,114,158,7,3,7,3,27,27
TABORA,NZEGA TC,MWANZOLI,MWANZOLI,GOVERNMENT,S.5154,0,0,0,0,1,3,7,15,10,27,5,3,3,3,0,0,1,0,0,0,27,51,4,1,4,1,16,16
TABORA,NZEGA TC,NZEGA MJINI MAGHARIBI,BADRI,NON-GOVERNMENT,S.455,0,0,0,0,0,0,1,3,3,6,9,13,22,3,6,6,3,3,5,2,49,36,6,2,3,2,11,17
TABORA,NZEGA TC,NZEGA MJINI MAGHARIBI,CHIEF NTINGINYA,GOVERNMENT,S.3199,0,3,1,15,27,40,46,69,75,65,61,93,80,65,57,37,20,6,2,1,369,394,9,12,9,12,36,36
TABORA,NZEGA TC,NZEGA MJINI MAGHARIBI,NZEGA,GOVERNMENT,S.892,0,0,0,0,10,15,42,87,80,106,92,116,76,71,41,20,16,11,10,0,367,426,10,10,10,10,40,40
TABORA,NZEGA TC,NZEGA MJINI MAGHARIBI,QUEEN OF PEACE,NON-GOVERNMENT,S.4425,0,0,0,15,0,95,0,127,0,156,0,77,0,23,0,3,0,2,0,4,0,502,14,3,14,3,30,30
TABORA,NZEGA TC,NZEGA MJINI MASHARIKI,BULUNDE,GOVERNMENT,S.2946,0,0,0,2,17,20,41,66,56,114,103,130,90,83,52,45,55,16,120,3,534,479,15,11,15,11,39,39
TABORA,NZEGA TC,NZEGA MJINI MASHARIKI,KANUDA,NON-GOVERNMENT,S.5097,0,0,0,1,0,2,5,2,4,2,4,0,0,1,0,0,0,0,0,0,13,8,6,2,6,2,3,3
TABORA,NZEGA TC,UCHAMA,IJANIJA,GOVERNMENT,S.2959,0,0,0,1,2,5,5,21,28,29,38,28,16,28,21,8,5,2,2,0,117,122,7,7,7,7,17,17
TABORA,NZEGA TC,UCHAMA,UCHAMA,NON-GOVERNMENT,S.141,0,0,0,0,5,12,16,29,28,27,37,23,30,17,22,12,23,7,41,15,202,142,20,6,20,6,13,13
TABORA,NZEGA TC,UCHAMA,UNDOMO,GOVERNMENT,S.3925,0,0,0,0,4,6,10,22,21,37,44,70,29,63,30,23,26,10,13,0,177,231,8,5,8,5,31,31
TABORA,SIKONGE,CHABUTWA,CHABUTWA,GOVERNMENT,S.2072,0,0,0,0,0,4,6,16,19,29,14,22,20,17,6,8,4,0,0,0,69,96,17,6,17,6,7,7
TABORA,SIKONGE,IGIGWA,IGIGWA,GOVERNMENT,S.2074,0,0,0,0,2,1,5,7,21,25,54,69,29,30,14,14,16,6,5,3,146,155,12,3,12,3,20,20
TABORA,SIKONGE,IPOLE,UGUNDA,GOVERNMENT,S.1799,0,0,0,0,0,2,9,7,41,40,25,32,20,28,11,8,5,3,2,0,113,120,16,4,16,4,12,12
TABORA,SIKONGE,KILOLELI,LANGWA,GOVERNMENT,S.3222,0,0,0,0,0,1,5,22,25,38,26,31,24,25,13,7,10,6,3,0,106,130,15,3,15,3,13,13
TABORA,SIKONGE,KILOLI,KILOLI,GOVERNMENT,S.3645,0,0,0,0,0,3,4,16,10,10,16,15,12,14,7,6,10,11,8,0,67,75,14,2,14,2,9,9
TABORA,SIKONGE,KILUMBI,KILUMBI,GOVERNMENT,S.5206,0,0,0,0,2,3,14,18,23,22,7,12,1,2,0,0,0,0,0,0,47,57,8,1,8,1,12,12
TABORA,SIKONGE,KIPANGA,MIBONO,GOVERNMENT,S.1798,0,0,0,0,2,3,8,9,18,19,13,35,26,19,22,12,8,3,3,1,100,101,16,4,16,4,10,10
TABORA,SIKONGE,KIPILI,KIPILI,GOVERNMENT,S.3221,0,0,0,0,5,1,22,25,47,62,36,41,29,36,32,32,23,17,15,10,209,224,12,4,12,4,27,27
TABORA,SIKONGE,KISANGA,KISANGA,GOVERNMENT,S.3220,0,0,0,0,0,0,4,9,13,33,20,41,33,29,9,13,12,10,10,2,101,137,14,2,14,2,15,15
TABORA,SIKONGE,KITUNDA,KIWERE,GOVERNMENT,S.1302,0,0,0,0,3,7,20,28,39,36,41,42,39,22,21,8,10,3,0,1,173,147,12,5,12,5,19,19
TABORA,SIKONGE,MISHENI,KAMAGI,GOVERNMENT,S.4328,0,0,0,1,5,6,16,40,51,52,37,32,35,40,15,14,6,1,1,0,166,186,19,10,19,10,12,12
TABORA,SIKONGE,MISHENI,LUSANGI MORAVIAN JUNIOR SEMINARI,NON-GOVERNMENT,S.432,0,0,0,1,0,2,7,6,8,8,9,8,8,10,9,2,9,1,6,0,56,38,13,1,13,1,7,7
TABORA,SIKONGE,MKOLYE,MKOLYE,GOVERNMENT,S.3642,0,0,0,1,0,3,7,9,8,14,13,29,15,11,13,4,10,1,6,0,72,72,15,2,15,2,8,8
TABORA,SIKONGE,MOLE,MOLE,GOVERNMENT,S.1800,0,0,0,0,0,1,13,29,32,41,23,25,47,37,8,12,6,4,1,1,130,150,16,5,16,5,13,13
TABORA,SIKONGE,MPOMBWE,MPOMBWE,GOVERNMENT,S.5214,0,0,0,0,0,1,2,12,9,26,9,19,4,17,11,9,8,0,2,0,45,84,7,4,7,4,12,12
TABORA,SIKONGE,NGOYWA,MSUVA,GOVERNMENT,S.3643,0,0,0,0,0,1,3,3,7,9,8,8,17,5,7,3,8,1,6,0,56,30,17,4,17,4,4,4
TABORA,SIKONGE,PANGALE,PANGALE,GOVERNMENT,S.2073,0,0,0,1,7,6,7,23,27,31,50,30,39,11,28,3,10,4,0,0,168,109,15,7,15,7,13,13
TABORA,SIKONGE,SIKONGE,NGULU,GOVERNMENT,S.518,0,0,0,0,2,6,24,39,46,71,55,80,77,62,43,39,44,20,10,10,301,327,16,15,16,15,20,20
TABORA,SIKONGE,SIKONGE,PEARLICY,NON-GOVERNMENT,S.4795,0,0,0,0,3,1,2,3,2,8,13,16,17,17,16,16,13,10,19,2,85,73,9,4,8,3,12,14
TABORA,SIKONGE,TUTUO,TUTUO,GOVERNMENT,S.3641,0,0,0,1,0,10,27,85,54,62,54,52,54,45,30,18,18,11,2,8,239,292,18,11,18,11,18,18
TABORA,SIKONGE,USUNGA,USUNGA,GOVERNMENT,S.3644,0,0,0,0,15,11,44,33,17,17,13,18,17,28,13,15,17,17,9,3,145,142,13,3,13,3,18,18
TABORA,TABORA MC,CHEMCHEM,ALI HASSAN MWINYI,NON-GOVERNMENT,S.558,0,0,0,0,0,2,9,4,16,11,26,35,19,41,31,22,47,7,78,12,226,134,18,2,18,2,18,18
TABORA,TABORA MC,CHEMCHEM,MILAMBO,GOVERNMENT,S.4,0,0,0,0,0,0,0,0,0,0,0,,0,0,31,0,222,0,680,0,933,0,33,9,33,9,22,22
TABORA,TABORA MC,CHEYO,CHEYO,GOVERNMENT,S.2067,0,0,0,0,0,0,64,38,76,90,152,116,97,112,74,69,24,46,21,15,508,486,13,25,13,25,26,26
TABORA,TABORA MC,CHEYO,KAZIMA,GOVERNMENT,S.31,0,0,0,1,0,23,0,47,0,56,0,94,1,78,16,43,96,88,237,124,350,554,43,17,43,17,15,15
TABORA,TABORA MC,CHEYO,UYUI,NON-GOVERNMENT,S.65,0,0,3,5,3,3,5,8,6,8,7,6,14,22,13,14,29,12,25,6,105,84,6,2,6,2,24,24
TABORA,TABORA MC,GONGONI,LWANZALI,GOVERNMENT,S.3114,0,0,0,2,7,12,29,58,60,67,44,51,41,39,15,15,28,10,11,2,235,256,16,13,16,13,17,17
TABORA,TABORA MC,IKOMWA,IKOMWA,GOVERNMENT,S.4302,0,0,0,0,1,3,4,8,16,14,30,32,18,17,21,5,9,1,3,0,102,80,11,3,11,3,13,13
TABORA,TABORA MC,IPULI,IPULI,GOVERNMENT,S.2065,0,0,0,0,15,30,65,86,102,105,85,108,70,112,68,32,22,10,4,0,431,483,15,28,15,28,21,21
TABORA,TABORA MC,IPULI,ISEVYA,GOVERNMENT,S.517,0,0,4,2,7,18,67,108,110,98,109,96,39,50,35,22,12,7,0,0,383,401,20,20,20,20,20,20
TABORA,TABORA MC,ITETEMIA,HOPE GATE,NON-GOVERNMENT,S.4818,0,0,0,0,0,1,0,7,0,5,0,8,0,18,0,10,0,4,0,0,0,53,8,1,5,1,6,9
TABORA,TABORA MC,ITETEMIA,ITETEMIA,GOVERNMENT,S.2068,0,0,0,0,0,2,9,16,24,29,39,58,27,21,14,10,8,3,6,0,127,139,16,4,16,4,13,13
TABORA,TABORA MC,ITONJANDA,ITONJANDA,GOVERNMENT,S.2944,0,0,0,0,0,2,10,13,10,18,31,34,15,20,14,11,5,0,1,0,86,98,14,8,14,8,8,8
TABORA,TABORA MC,KALUNDE,KALUNDE,GOVERNMENT,S.2943,0,0,0,0,0,8,28,46,39,41,28,27,45,32,11,9,1,3,2,0,154,166,15,3,15,3,18,18
TABORA,TABORA MC,KANYENYE,MIHAYO,NON-GOVERNMENT,S.314,0,0,0,5,8,37,34,91,61,92,55,94,71,59,29,18,14,0,1,2,273,398,20,10,20,10,22,22
TABORA,TABORA MC,KIDONGOCHEKUNDU,NEW ERA,NON-GOVERNMENT,S.1294,0,0,0,0,2,28,22,5,5,9,22,14,12,10,89,49,223,51,238,36,613,202,19,2,18,2,39,41
TABORA,TABORA MC,KILOLENI,FUNDIKIRA,GOVERNMENT,S.2939,0,0,0,0,11,17,108,132,56,36,121,114,94,55,43,29,2,9,1,2,436,394,21,6,21,6,31,31
TABORA,TABORA MC,KITETE,KARIAKOO,GOVERNMENT,S.3113,0,0,0,5,7,30,60,53,65,85,85,82,96,95,21,20,0,0,0,0,334,370,20,17,20,17,19,19
TABORA,TABORA MC,KITETE,TABORA BOYS,GOVERNMENT,S.20,0,0,5,0,17,0,54,0,76,0,97,0,67,0,74,0,92,0,120,0,602,0,32,9,32,9,15,15
TABORA,TABORA MC,MALOLO,KANYENYE,GOVERNMENT,S.3115,0,0,0,20,19,47,63,57,144,126,172,160,81,47,18,6,11,2,1,0,509,465,23,10,23,10,30,30
TABORA,TABORA MC,MBUGANI,NYAMWEZI,GOVERNMENT,S.2945,0,0,0,0,5,9,46,76,71,88,54,69,58,67,34,22,18,5,0,0,286,336,19,11,19,11,21,21
TABORA,TABORA MC,MISHA,ITAGA SEMINARI,NON-GOVERNMENT,S.69,0,0,8,0,27,0,58,0,40,0,29,0,26,0,5,0,5,0,4,0,202,0,13,0,12,0,16,17
TABORA,TABORA MC,MISHA,MISHA,GOVERNMENT,S.2941,0,0,0,0,1,0,20,15,23,42,34,41,25,21,18,8,3,3,6,0,130,130,15,1,15,1,16,16
TABORA,TABORA MC,MPELA,ST. FRANCIS DE SALES MISSION,NON-GOVERNMENT,S.4582,0,0,2,4,18,23,53,45,50,36,52,55,32,24,20,4,1,0,0,0,228,191,15,4,15,4,22,22
TABORA,TABORA MC,MPELA,THEMI HILL,NON-GOVERNMENT,S.4985,0,0,1,2,8,4,8,8,18,16,28,22,10,11,4,6,2,1,0,0,79,70,7,3,7,3,15,15
TABORA,TABORA MC,MTENEDENI,BOMBAMZINGA,GOVERNMENT,S.3116,0,0,5,9,17,29,53,37,134,145,65,90,29,19,14,5,0,0,0,0,317,334,19,19,19,19,17,17
TABORA,TABORA MC,MWINYI,SIKANDA,GOVERNMENT,S.2942,0,0,0,0,4,15,38,60,77,109,67,94,78,59,38,30,37,19,12,2,351,388,28,13,27,13,18,18
TABORA,TABORA MC,NDEVELWA,NDEVELWA,GOVERNMENT,S.2940,0,0,0,1,3,2,6,25,14,22,32,27,29,16,17,8,10,3,3,1,114,105,9,3,9,3,18,18
TABORA,TABORA MC,NG'AMBO,KAZE HILL,GOVERNMENT,S.2066,0,0,0,0,19,35,62,64,75,95,60,93,54,59,33,34,14,4,0,0,317,384,17,16,17,16,21,21
TABORA,TABORA MC,NG'AMBO,ST. PETERS TABORA,NON-GOVERNMENT,S.4492,0,0,0,0,2,5,10,8,15,11,20,17,14,16,14,4,12,5,3,0,90,66,13,3,13,3,10,10
TABORA,TABORA MC,NG'AMBO,TABORA GIRLS',GOVERNMENT,S.7,0,0,0,0,0,11,0,28,0,85,0,180,0,186,0,57,0,84,0,132,0,763,26,20,25,20,17,17
TABORA,TABORA MC,TAMBUKA-RELI,UNYANYEMBE,NON-GOVERNMENT,s.617,0,0,0,0,58,61,76,56,52,37,88,48,63,65,83,54,48,12,2,0,470,333,41,3,41,3,18,18
TABORA,TABORA MC,TUMBI,CHANG'A,GOVERNMENT,S.2938,0,0,0,1,6,12,13,21,27,29,21,19,18,12,10,10,10,4,5,2,110,110,14,2,14,2,14,14
TABORA,TABORA MC,UYUI,NKUMBA,GOVERNMENT,s.2064,0,0,0,0,5,8,76,74,42,45,22,26,6,5,9,9,0,0,0,0,160,167,16,4,16,4,16,16
TABORA,TABORA/UYUI,BUKUMBI,MADAHA,GOVERNMENT,S.1771,0,0,0,0,3,4,6,3,28,33,42,67,57,60,44,27,31,12,17,0,228,206,17,1,15,1,24,27
TABORA,TABORA/UYUI,BUKUMBI,MPYAGULA,GOVERNMENT,S.5201,0,0,0,0,2,1,4,10,9,18,20,16,17,5,5,0,1,0,0,0,58,50,1,1,1,1,54,54
TABORA,TABORA/UYUI,GOWEKO,GOWEKO,GOVERNMENT,S.2075,0,0,0,2,2,30,26,84,65,77,75,74,84,45,51,27,22,6,8,1,333,346,13,8,13,8,32,32
TABORA,TABORA/UYUI,IBIRI,IBIRI,GOVERNMENT,S.3217,0,0,0,0,0,0,15,24,34,15,32,77,49,39,35,19,25,14,14,0,204,188,9,1,9,1,39,39
TABORA,TABORA/UYUI,IGALULA,IGALULA,GOVERNMENT,S.1772,0,0,0,0,7,12,44,59,56,45,53,72,62,38,55,7,5,0,1,0,283,233,13,3,13,3,32,32
TABORA,TABORA/UYUI,IKONGOLO,IKONGOLO,GOVERNMENT,S.3215,0,0,0,0,2,7,12,17,17,40,45,52,54,39,38,20,11,12,5,1,184,188,11,4,11,4,25,25
TABORA,TABORA/UYUI,ILOLANGULU,LOLANGULU,GOVERNMENT,S.3681,0,0,0,0,10,18,32,64,82,118,108,88,58,66,31,25,20,7,6,0,347,386,16,10,16,10,28,28
TABORA,TABORA/UYUI,ISIKIZYA,IDETE,GOVERNMENT,S.674,0,1,0,2,5,33,37,115,103,143,107,171,136,149,118,52,25,14,9,1,540,681,18,6,17,5,51,56
TABORA,TABORA/UYUI,KIGWA,BISHOP KISANJI GIRLS,NON-GOVERNMENT,S.1065,0,0,0,0,0,5,0,23,0,49,0,17,0,20,0,8,0,20,0,27,0,169,9,3,9,3,14,14
TABORA,TABORA/UYUI,KIGWA,KIGWA,GOVERNMENT,S.5204,0,0,0,0,0,8,28,30,50,40,30,40,0,0,0,0,0,0,0,0,108,118,7,1,7,1,28,28
TABORA,TABORA/UYUI,KIZENGI,KIZENGI,GOVERNMENT,S.5055,0,0,0,0,0,0,4,6,21,19,31,17,22,17,19,12,15,7,0,0,112,78,5,0,5,0,38,38
TABORA,TABORA/UYUI,LOYA,LOYA,GOVERNMENT,S.3219,0,0,0,0,4,4,16,23,32,55,45,54,52,64,52,20,32,9,4,1,237,230,15,2,14,2,27,29
TABORA,TABORA/UYUI,LUTENDE,LUTENDE,GOVERNMENT,S.3216,0,0,0,0,1,5,13,26,20,47,47,50,64,48,34,28,36,10,20,0,235,214,8,5,8,5,35,35
TABORA,TABORA/UYUI,MABAMA,MABAMA,GOVERNMENT,S.3682,0,0,0,1,10,13,20,70,59,44,59,60,71,55,42,31,34,14,15,1,310,289,14,4,14,4,33,33
TABORA,TABORA/UYUI,MAGIRI,BLUE SKY,NON-GOVERNMENT,S.5080,0,0,0,0,0,3,0,8,0,3,0,6,0,6,0,2,0,0,0,0,0,28,6,2,6,2,4,4
TABORA,TABORA/UYUI,MAGIRI,IMALAMPAKA,GOVERNMENT,S.3117,0,0,0,1,0,8,14,31,28,53,46,64,40,31,35,15,21,5,1,1,185,209,12,4,12,4,25,25
TABORA,TABORA/UYUI,MAKAZI,MAKAZI,GOVERNMENT,S.2076,0,0,0,0,1,4,16,37,44,74,80,90,98,67,59,27,42,27,26,3,366,329,11,2,11,2,53,53
TABORA,TABORA/UYUI,NDONO,NDONO,GOVERNMENT,S.543,0,0,16,4,44,60,34,53,32,48,57,107,43,34,61,40,78,81,27,42,392,469,25,7,24,7,27,28
TABORA,TABORA/UYUI,SHITAGE,SHITAGE,GOVERNMENT,S.3901,0,0,0,0,10,0,0,0,10,26,18,36,36,35,37,13,32,15,20,2,163,127,13,4,13,4,17,17
TABORA,TABORA/UYUI,TURA,TURA,GOVERNMENT,S.3118,0,0,0,0,2,5,6,14,16,37,34,39,21,45,28,23,21,6,4,2,132,171,18,4,17,4,14,14
TABORA,TABORA/UYUI,UPUGE,UPUGE,GOVERNMENT,S.3218,0,0,1,0,5,2,12,19,18,20,15,24,22,20,12,15,9,2,1,0,95,102,10,6,10,6,12,12
TABORA,TABORA/UYUI,USAGARI,USAGARI,GOVERNMENT,S.3900,0,0,1,0,1,1,8,14,21,59,42,54,47,52,46,13,32,7,30,5,228,205,10,4,9,4,31,33
TABORA,URAMBO,IMALAMAKOYE,IMALA,GOVERNMENT,S.5143,0,0,0,0,2,3,7,20,7,8,8,6,1,1,0,0,0,0,0,0,25,38,3,1,3,1,16,16
TABORA,URAMBO,IMALAMAKOYE,ST. VICENT DE PAUL,NON-GOVERNMENT,S.2585,0,0,0,1,0,1,6,6,10,7,14,15,23,11,15,6,13,4,4,4,85,55,10,5,10,4,9,10
TABORA,URAMBO,ITUNDU,MATWIGA,GOVERNMENT,S.1880,0,0,0,4,7,14,25,44,37,53,50,59,71,61,74,28,32,25,13,5,309,293,13,4,13,4,35,35
TABORA,URAMBO,KAPILULA,KAPILULA,GOVERNMENT,S.2967,0,0,0,0,2,4,21,34,41,66,45,60,31,23,16,3,1,0,2,0,159,190,8,4,8,4,29,29
TABORA,URAMBO,KILOLENI,KILOLENI,GOVERNMENT,S.2972,0,0,1,1,6,11,25,40,32,41,40,22,21,11,17,10,6,0,0,0,148,136,8,1,8,1,32,32
TABORA,URAMBO,KIYUNGI,URAMBO,GOVERNMENT,S.519,0,0,0,0,2,4,22,31,58,71,59,82,79,90,42,77,20,155,14,140,296,650,24,10,24,10,28,28
TABORA,URAMBO,MCHIKICHINI,CHETU,GOVERNMENT,S.3661,0,0,0,0,2,19,40,48,62,56,64,65,53,44,37,18,10,7,5,0,273,257,8,9,8,9,31,31
TABORA,URAMBO,MUUNGANO,MUKANGWA,GOVERNMENT,S.2130,0,0,0,0,13,11,52,62,43,81,66,39,59,34,32,27,4,4,0,0,269,258,16,1,16,1,31,31
TABORA,URAMBO,NSENDA,IMALAMAKOYE,GOVERNMENT,S.2968,0,0,0,0,1,2,10,28,24,51,46,40,27,27,25,13,7,2,1,0,141,163,9,4,9,4,23,23
TABORA,URAMBO,SONGAMBELE,USOJI,GOVERNMENT,S.2964,0,0,0,0,4,7,21,28,61,66,78,87,71,57,59,38,28,1,11,0,333,284,10,3,10,3,47,47
TABORA,URAMBO,UGALLA,UGALLA,GOVERNMENT,S.5142,0,0,0,0,0,0,2,2,10,9,17,20,9,6,6,3,6,0,3,0,53,40,1,1,1,1,47,47
TABORA,URAMBO,UKONDAMOYO,UKONDAMOYO,GOVERNMENT,S.2129,0,0,0,0,0,4,10,20,26,24,29,41,49,45,31,18,12,4,5,1,162,157,9,0,9,0,35,35
TABORA,URAMBO,URAMBO,SANTA LUCIA,NON-GOVERNMENT,S.4902,0,0,3,1,4,7,10,21,10,17,18,22,26,24,19,5,4,0,1,4,95,101,11,2,10,2,15,16
TABORA,URAMBO,URAMBO,UKOMBOZI,GOVERNMENT,S.596,0,0,0,0,31,54,63,107,141,107,85,90,64,45,79,43,16,9,0,0,479,455,11,15,11,15,36,36
TABORA,URAMBO,USISYA,USISYA,GOVERNMENT,S.2965,0,0,1,1,4,6,13,18,30,42,47,62,35,63,25,26,23,10,7,1,185,229,12,6,12,6,23,23
TABORA,URAMBO,USSOKE,USONGELANI,GOVERNMENT,S.1301,0,0,0,2,5,8,23,48,35,39,63,56,49,12,31,10,10,0,5,0,221,175,9,4,9,4,30,30
TABORA,URAMBO,UYOGO,UYOGO,GOVERNMENT,S.5144,0,0,0,0,0,4,4,4,12,10,9,12,14,4,2,0,4,0,0,0,45,34,4,0,3,0,20,26
TABORA,URAMBO,UYUMBU,USSOKE,NON-GOVERNMENT,S.236,0,0,0,0,0,0,3,2,3,4,2,5,10,16,3,2,7,4,10,5,38,38,8,2,7,2,8,8
TABORA,URAMBO,UYUMBU,UYUMBU,GOVERNMENT,S.1883,0,0,0,0,0,2,16,22,58,67,96,57,49,73,62,66,102,71,53,41,436,399,13,7,12,7,42,44
TABORA,URAMBO,VUMILIA,VUMILIA,GOVERNMENT,S.1770,0,0,0,0,1,2,11,14,37,42,66,75,53,51,30,21,24,15,7,0,229,220,10,4,10,4,32,32
TANGA,BUMBULI,BAGA,BAGA,GOVERNMENT,S.2762,0,0,0,0,1,3,5,17,18,44,34,39,36,35,19,30,17,8,1,0,131,176,9,3,9,3,26,26
TANGA,BUMBULI,BUMBULI,BUMBULI,GOVERNMENT,S.863,0,0,6,8,16,32,27,63,40,68,43,52,50,66,17,10,7,1,0,0,206,300,15,6,15,6,24,24
TANGA,BUMBULI,BUMBULI,KIZIMBA,GOVERNMENT,S.4062,0,0,0,0,2,0,12,13,33,25,25,38,24,44,19,21,18,14,1,0,134,155,7,4,7,4,26,26
TANGA,BUMBULI,"DULE ""B""",KWEHANGALA,GOVERNMENT,S.2767,0,0,0,0,3,4,36,48,30,46,16,22,15,19,7,28,0,0,0,0,107,167,7,7,7,7,20,20
TANGA,BUMBULI,"DULE ""B""",WENA,GOVERNMENT,S.4063,0,0,0,0,1,6,7,19,35,44,36,49,15,36,10,17,9,1,1,0,114,172,8,2,8,2,29,29
TANGA,BUMBULI,FUNTA,FUNTA,GOVERNMENT,S.1695,0,0,0,0,0,0,13,19,53,73,53,79,23,49,23,27,3,6,0,0,168,253,8,5,8,5,32,32
TANGA,BUMBULI,MAHEZANGULU,MAHEZANGULU MAKAMBA,GOVERNMENT,S.4067,0,0,0,1,1,2,11,11,10,36,15,31,34,23,14,20,22,16,15,8,122,148,11,1,11,1,23,23
TANGA,BUMBULI,MAHEZANGULU,MKAALIE,GOVERNMENT,s.3763,0,0,0,0,0,1,13,20,18,29,31,30,24,10,20,13,0,3,0,0,106,106,7,1,7,1,27,27
TANGA,BUMBULI,MAHEZANGULU,MSAMAKA,GOVERNMENT,S.4066,0,0,0,0,0,1,5,8,4,9,5,9,4,15,3,8,0,0,0,0,21,50,5,1,5,1,12,12
TANGA,BUMBULI,MAMBA,MBELEI,GOVERNMENT,S.1174,0,0,0,0,5,15,22,68,71,120,59,119,63,129,35,62,35,78,13,100,303,691,21,9,21,9,33,33
TANGA,BUMBULI,MAYO,KIZANDA,GOVERNMENT,S.3764,0,0,0,0,0,0,10,17,34,40,30,21,21,32,20,23,17,15,3,0,135,148,10,1,10,1,26,26
TANGA,BUMBULI,MAYO,MAYO,GOVERNMENT,S.2024,0,0,0,0,21,45,45,70,53,44,43,33,31,18,8,2,0,0,0,0,201,212,10,1,10,1,38,38
TANGA,BUMBULI,MBUZII,MBUZII,GOVERNMENT,S.2023,0,0,0,0,5,14,24,49,48,45,34,44,39,39,20,21,6,3,0,0,176,215,9,5,9,5,28,28
TANGA,BUMBULI,MGWASHI,MAZUMBAI,GOVERNMENT,S.2776,0,0,1,0,6,20,36,64,22,28,31,42,32,42,15,15,17,6,4,2,164,219,11,5,11,5,24,24
TANGA,BUMBULI,MILINGANO,MIBUKWE,GOVERNMENT,S.2771,0,0,0,0,1,1,36,29,60,68,82,96,44,25,18,11,13,2,4,0,258,232,10,6,10,6,31,31
TANGA,BUMBULI,MPONDE,CHAI,GOVERNMENT,S.4645,0,0,0,0,0,1,5,11,19,29,22,23,14,26,10,9,13,2,0,0,83,101,7,2,7,2,20,20
TANGA,BUMBULI,MPONDE,KWEMVUMO,NON-GOVERNMENT,S.421,0,0,0,0,0,0,2,4,2,5,1,0,0,1,3,2,4,6,8,5,20,23,4,2,4,2,7,7
TANGA,BUMBULI,MPONDE,MPONDE,GOVERNMENT,S.2025,0,0,0,0,0,1,3,23,34,78,34,39,5,5,20,21,2,0,0,0,98,167,10,2,10,2,22,22
TANGA,BUMBULI,NKONGOI,MGWASHI,GOVERNMENT,S.1015,0,0,0,0,9,22,31,31,42,42,51,23,22,19,13,15,2,3,0,0,170,155,10,2,10,2,27,27
TANGA,BUMBULI,SONI,KWAMONGO,GOVERNMENT,S.2766,0,0,0,1,9,26,13,35,23,42,31,44,27,53,8,17,8,4,0,1,119,223,10,7,10,7,20,20
TANGA,BUMBULI,SONI,SONI DAY,GOVERNMENT,S.645,0,0,0,1,3,21,23,47,42,80,62,68,53,49,20,14,13,6,2,0,218,286,11,10,11,10,24,24
TANGA,BUMBULI,SONI,SONI ISLAMIC SEMINARY,NON-GOVERNMENT,S.4339,0,0,0,0,23,34,46,60,43,49,32,27,33,14,14,4,0,0,0,0,191,188,15,1,13,1,24,27
TANGA,BUMBULI,SONI,SONI SEMINARI,NON-GOVERNMENT,s.145,0,0,0,0,10,0,27,0,28,0,50,0,50,0,36,0,20,0,12,0,233,0,15,3,15,3,13,13
TANGA,BUMBULI,TAMOTA,TAMOTA,GOVERNMENT,S.725,0,0,0,0,0,3,11,18,41,53,40,49,28,53,23,26,9,9,0,0,152,211,7,4,7,4,33,33
TANGA,BUMBULI,USAMBARA,KIVILICHA,GOVERNMENT,S.2765,0,0,0,0,0,0,10,12,45,48,13,17,4,28,27,14,5,10,7,5,111,134,9,5,9,5,18,18
TANGA,BUMBULI,VUGA,BANGALA LUTH. JUNIOR SEMINARY,NON-GOVERNMENT,S.974,0,0,0,0,1,4,0,4,4,2,1,7,8,15,3,3,1,1,1,1,19,37,9,3,9,3,5,5
TANGA,BUMBULI,VUGA,KIHITU,GOVERNMENT,S.4064,0,0,0,0,0,0,4,24,20,27,16,14,9,23,17,9,5,2,2,1,73,100,8,2,8,2,17,17
TANGA,BUMBULI,VUGA,VUGABAZO,GOVERNMENT,s.1013,0,0,0,0,3,2,22,30,46,80,54,80,65,46,37,25,22,10,12,1,261,274,16,2,16,2,30,30
